record_id,raw_note,normalized_note,has_note,note_template_id,source_frequency,structured_labels,label_source,review_status
86,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",True,NOTE-005,11,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": ""phone"", ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""CONTACT_CHANNEL""]}",approved_golden_with_context_rule,approved
87,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,True,NOTE-008,10,"{""requirements"": [""technical_expertise""], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""high"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": ""energy_efficiency"", ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""COMPLEX_ACCOUNT"", ""ENERGY_EFFICIENCY""]}",approved_golden_with_context_rule,approved
88,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
89,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
90,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
91,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
92,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,True,NOTE-008,10,"{""requirements"": [""technical_expertise""], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""high"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": ""energy_efficiency"", ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""COMPLEX_ACCOUNT"", ""ENERGY_EFFICIENCY""]}",approved_golden_with_context_rule,approved
93,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
94,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",True,NOTE-001,18,"{""requirements"": [], ""signals"": [""unvalidated_source""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""validate_first"", ""details"": {""unvalidated_source"": true, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""low"", ""assignment_action"": ""validate_first"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""ACTION"", ""DATA_CONFIDENCE"", ""UNVALIDATED_SOURCE""]}",approved_golden_with_context_rule,approved
95,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
96,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
97,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",True,NOTE-006,11,"{""requirements"": [], ""signals"": [""competitive_process""], ""constraints"": [], ""priority"": ""high"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": true, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""high"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": ""this_month"", ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": 3}, ""needs_review"": false, ""reason_codes"": [""COMPETITIVE_PROCESS"", ""COMPETITOR_COUNT"", ""DECISION_WINDOW"", ""URGENCY""]}",approved_golden_with_context_rule,approved
98,Lo refirió el gerente de una cuenta actual.,Lo refirió el gerente de una cuenta actual.,True,NOTE-009,9,"{""requirements"": [], ""signals"": [""referral_from_current_account""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": true, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""high"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""DATA_CONFIDENCE"", ""REFERRAL_FROM_CURRENT_ACCOUNT""]}",approved_golden_with_context_rule,approved
99,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",True,NOTE-002,13,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": ""owner"", ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""OWNER_DECISION_MAKER""]}",approved_golden_with_context_rule,approved
100,Ya lo contactamos en marzo y pidió que no insistiéramos.,Ya lo contactamos en marzo y pidió que no insistiéramos.,True,NOTE-014,4,"{""requirements"": [], ""signals"": [], ""constraints"": [""do_not_contact""], ""priority"": ""normal"", ""action"": ""block"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": true, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""block"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""ACTION"", ""DO_NOT_CONTACT""]}",approved_golden_with_context_rule,approved
101,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
102,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
103,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",True,NOTE-002,13,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": ""owner"", ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""OWNER_DECISION_MAKER""]}",approved_golden_with_context_rule,approved
104,"Ya fue cliente en 2023, se retiró por precio.","Ya fue cliente en 2023, se retiró por precio.",True,NOTE-003,12,"{""requirements"": [], ""signals"": [""former_customer"", ""price_sensitive""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": true, ""price_sensitive"": true, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""FORMER_CUSTOMER"", ""PRICE_SENSITIVE""]}",approved_golden_with_context_rule,approved
105,Ya lo contactamos en marzo y pidió que no insistiéramos.,Ya lo contactamos en marzo y pidió que no insistiéramos.,True,NOTE-014,4,"{""requirements"": [], ""signals"": [], ""constraints"": [""do_not_contact""], ""priority"": ""normal"", ""action"": ""block"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": true, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""block"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""ACTION"", ""DO_NOT_CONTACT""]}",approved_golden_with_context_rule,approved
106,Pidió que lo contacte alguien que conozca el sector.,Pidió que lo contacte alguien que conozca el sector.,True,NOTE-013,6,"{""requirements"": [""sector_expertise_requested""], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": true, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""SECTOR_EXPERTISE_REQUESTED""]}",approved_golden_with_context_rule,approved
107,"Correo rebotado, el celular sí contesta.","Correo rebotado, el celular sí contesta.",True,NOTE-005,11,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": ""phone"", ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""CONTACT_CHANNEL""]}",approved_golden_with_context_rule,approved
108,"Empresa familiar, decide el dueño directamente.","Empresa familiar, decide el dueño directamente.",True,NOTE-002,13,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": ""owner"", ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""OWNER_DECISION_MAKER""]}",approved_golden_with_context_rule,approved
109,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,True,NOTE-008,10,"{""requirements"": [""technical_expertise""], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""high"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": ""energy_efficiency"", ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""COMPLEX_ACCOUNT"", ""ENERGY_EFFICIENCY""]}",approved_golden_with_context_rule,approved
110,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
111,Pidió que lo contacte alguien que conozca el sector.,Pidió que lo contacte alguien que conozca el sector.,True,NOTE-013,6,"{""requirements"": [""sector_expertise_requested""], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": true, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""SECTOR_EXPERTISE_REQUESTED""]}",approved_golden_with_context_rule,approved
112,Llamar únicamente después de las 2 pm.,Llamar únicamente después de las 2 pm.,True,NOTE-012,6,"{""requirements"": [], ""signals"": [], ""constraints"": [""contact_after_time""], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": ""phone"", ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": ""14:00"", ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""CONTACT_AFTER_TIME"", ""CONTACT_CHANNEL""]}",approved_golden_with_context_rule,approved
113,Pidió que lo contacte alguien que conozca el sector.,Pidió que lo contacte alguien que conozca el sector.,True,NOTE-013,6,"{""requirements"": [""sector_expertise_requested""], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": true, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""SECTOR_EXPERTISE_REQUESTED""]}",approved_golden_with_context_rule,approved
114,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",True,NOTE-001,18,"{""requirements"": [], ""signals"": [""unvalidated_source""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""validate_first"", ""details"": {""unvalidated_source"": true, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""low"", ""assignment_action"": ""validate_first"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""ACTION"", ""DATA_CONFIDENCE"", ""UNVALIDATED_SOURCE""]}",approved_golden_with_context_rule,approved
115,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",True,NOTE-004,12,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""high"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": 7, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""COMPLEX_ACCOUNT"", ""SITE_COUNT""]}",approved_golden_with_context_rule,approved
116,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",True,NOTE-004,12,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""high"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": 7, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""COMPLEX_ACCOUNT"", ""SITE_COUNT""]}",approved_golden_with_context_rule,approved
